Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17
Roar of the Bear,2231910050,"""6917529882015609557""",,Legendary,Rocket Launcher,ironbanner,Power,Solar,1804,,Handling,2,Vault,false,false,6,20,,45,71,0,0,20,90,47,67,15,34,1,82,0,0,0,0,0,0,0,0,0,7,false,0,43,,,,High-Impact Frame*,Quick Launch*,Smart Drift Control,Implosion Rounds,Impact Casing*,Tracking Module*,Vorpal Weapon*,Tier 2: Handling*,Skulking Wolf*,Kill Tracker*,Crucible Tracker,,,,,,,
Senuna SI6,5159537,"""6917529884853656897""",,Legendary,Sidearm,legendaryengram,KineticSlot,Stasis,1805,,Reload Speed,2,Vault,false,false,6,20,,99,67,75,40,12,0,0,97,491,31,30,54,0,0,0,0,0,0,0,0,0,22,false,0,54,omolon,,,Omolon Adaptive Frame*,Corkscrew Rifling*,Fluted Barrel,Appended Mag,Ricochet Rounds*,Slickdraw*,Pugilist*,Counterbalance Stock*,Tier 2: Reload Speed*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,
Riptide,2715240478,"""6917529859047054471""",,Legendary,Fusion Rifle,crucible,KineticSlot,Stasis,1784,,Reload Speed,1,Vault,false,false,5,17,,98,31,55,21,15,0,0,41,0,46,7,60,500,0,0,0,0,0,0,0,0,3,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Polygonal Rifling,Ionized Battery,Particle Repeater*,Under Pressure*,Perpetual Motion,Chill Clip*,Successful Warm-Up,Counterbalance Stock*,Tier 1: Reload Speed*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,
Marsilion-C,867154247,"""6917529894524883416""",,Legendary,Grenade Launcher,legendaryengram,Power,Solar,1800,,Blast Radius,4,Vault,false,false,6,20,,78,30,0,0,13,44,47,35,150,22,4,21,0,0,0,0,0,0,0,0,0,11,false,0,0,hakke,,,Rapid-Fire Frame*,Confined Launch*,Hard Launch,High-Explosive Ordnance*,High-Velocity Rounds,Stats for All*,Vorpal Weapon*,Tier 4: Blast Radius*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,
The Queenbreaker,2044500762,"""6917529870141784191""",,Exotic,Linear Fusion Rifle,,Power,Arc,1726,,,,Vault,false,false,2,4,,80,60,41,65,35,0,0,90,0,60,6,35,633,0,0,0,0,0,0,0,0,18,false,0,22,,,,Wire Rifle*,Marksman Sights*,Combat Sights,Enhanced Battery*,Hip-Fire Grip*,Quickdraw,Fitted Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,
Blowout,1903182562,"""6917529870199668019""",,Legendary,Rocket Launcher,crucible,Power,Arc,1751,,Reload Speed,2,Vault,false,false,5,19,,77,58,0,0,20,95,68,19,20,76,1,41,0,0,0,0,0,0,0,0,0,10,false,0,77,suros,,,Adaptive Frame*,Hard Launch*,Quick Launch,Alloy Casing*,Implosion Rounds,Tracking Module*,Lasting Impression*,Tier 2: Reload Speed*,One Quiet Moment*,Suros Synergy,Kill Tracker*,Crucible Tracker,,,,,,
Hung Jury SR4,3832743906,"""6917529878756041174""",,Legendary,Scout Rifle,nightfall,KineticSlot,Kinetic,1797,,Reload Speed,2,Vault,false,false,6,20,,75,67,62,74,22,0,0,45,180,48,16,45,0,0,0,0,0,0,0,0,0,22,false,0,3,omolon,,,Precision Frame*,Full Bore*,Hammer-Forged Rifling,Accurized Rounds*,Tactical Mag,Surplus*,Kinetic Tremors*,Tier 2: Reload Speed*,Stunning Recovery*,Vanguard's Vindication,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Taraxippos,1389546626,"""6917529898103604057""",junk,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Handling,2,Vault,true,false,6,20,Guardian Games,64,75,60,40,19,0,0,42,200,39,18,61,0,0,0,0,0,0,0,0,0,23,false,0,0,omolon,,,Lightweight Frame*,Extended Barrel*,Full Bore,Extended Mag*,Steady Rounds,Zen Moment*,Kill Clip*,Tier 2: Handling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,,
Different Times,3016891299,"""6917529903717505380""",,Legendary,Pulse Rifle,,KineticSlot,Strand,1800,,Stability,5,Vault,false,false,6,21,,77,75,23,43,17,0,0,44,540,28,34,8,0,0,0,0,0,0,0,0,0,18,false,0,0,,,,Rapid-Fire Frame*,Extended Barrel*,Smallbore,Alloy Magazine,Armor-Piercing Rounds*,Outlaw*,Headseeker*,Counterbalance Stock*,Tier 5: Stability*,Kill Tracker*,Crucible Tracker,Extract Pattern*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,Unsated Hunger*,,,
The Immortal,4039572196,"""6917529901714667324""",,Legendary,Submachine Gun,trials,KineticSlot,Strand,1800,,Reload Speed,3,Vault,false,false,6,20,,100,39,22,45,14,0,0,45,750,33,28,53,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Aggressive Frame*,Chambered Compensator*,Fluted Barrel,Appended Mag,Ricochet Rounds*,Dynamic Sway Reduction*,Demolitionist*,Tier 3: Reload Speed*,Alacrity*,One Quiet Moment,Field-Tested,Kill Tracker*,Crucible Tracker,,,,,
Centrifuse,1912669214,"""6917529903066208562""",,Exotic,Auto Rifle,seasonpass,Energy,Arc,1809,,,,Vault,false,false,6,21,,90,55,29,47,16,0,0,65,450,40,38,82,0,0,0,0,0,0,0,0,0,25,false,0,380,,,,Overcharge Capacitor*,Corkscrew Rifling*,Appended Mag*,Regenerative Motion*,Hand-Laid Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Phyllotactic Spiral,3635821806,"""6917529870995795530""",,Legendary,Pulse Rifle,campaign,Energy,Arc,1751,,Handling,1,Vault,false,false,6,20,,90,31,33,73,18,0,0,44,340,32,28,17,0,0,0,0,0,0,0,0,0,16,false,0,400,,,,High-Impact Frame*,Extended Barrel*,Polygonal Rifling,Armor-Piercing Rounds*,Flared Magwell,Keep Away*,Voltshot*,Tier 1: Handling*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Spare Rations,3236112986,"""6917529907431681393""",,Legendary,Hand Cannon,seasonpass,KineticSlot,Kinetic,1800,,Handling,2,Vault,false,false,6,21,,100,83,84,46,14,0,0,47,140,56,13,63,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Extended Barrel*,Polygonal Rifling,Alloy Magazine*,Appended Mag,Slideshot*,Swashbuckler*,Tier 2: Handling*,Kill Tracker*,Crucible Tracker,Disaster Plan*,,,,,,,
Austringer,3055790362,"""6917529904119819702""",,Legendary,Hand Cannon,dcv,KineticSlot,Kinetic,1600,,,,Vault,true,false,5,17,,95,75,84,66,14,0,0,59,140,46,11,42,0,0,0,0,0,0,0,0,0,13,false,0,0,,,,Adaptive Frame*,Full Bore*,Smallbore,Ricochet Rounds*,Light Mag,Snapshot Sights*,Zen Moment*,To Excess*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,
The Wizened Rebuke,2290416,"""6917529881690312044""",,Legendary,Fusion Rifle,ironbanner,Energy,Arc,1799,,Reload Speed,4,Vault,false,false,6,20,,87,62,95,51,15,0,0,43,0,24,5,37,960,0,0,0,0,0,0,0,0,4,false,0,0,,,,High-Impact Frame*,Fluted Barrel*,Hammer-Forged Rifling,Accelerated Coils,Particle Repeater*,Under Pressure*,High-Impact Reserves*,Counterbalance Stock*,Tier 4: Reload Speed*,Skulking Wolf*,Kill Tracker*,Crucible Tracker,,,,,,
Retrofit Escapade,3103325054,"""6917529863564776714""",,Legendary,Machine Gun,seasonpass,Power,Void,1600,,,,Vault,false,false,5,19,,80,70,25,28,16,0,0,59,900,67,77,46,0,0,0,0,0,0,0,0,0,19,true,7,13,suros,,,Rapid-Fire Frame*,Extended Barrel*,Steady Rounds*,Zen Moment*,Frenzy*,Counterbalance Stock*,*,Ambush*,Suros Synergy,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
Avalanche,495940989,"""6917529847633444311""",,Legendary,Machine Gun,events,Power,Solar,1773,,Handling,3,Vault,true,false,5,19,The Dawning,100,90,41,50,19,0,0,40,450,60,71,53,0,0,0,0,0,0,0,0,0,6,false,0,0,suros,Mactics' Ashen Wake Titan,,Adaptive Frame*,Arrowhead Brake*,Corkscrew Rifling,Alloy Magazine*,High-Caliber Rounds,Ambitious Assassin,Dynamic Sway Reduction*,Incandescent*,Backup Mag*,Tier 3: Handling*,Dawning Surprise*,Suros Synergy,Kill Tracker*,Crucible Tracker,,,,
Coronach-22,355382946,"""6917529896269251714""",,Legendary,Auto Rifle,legendaryengram,Energy,Solar,1800,,Range,2,Vault,true,false,6,20,,73,59,21,49,16,0,0,43,600,41,47,53,0,0,0,0,0,0,0,0,0,19,false,0,0,suros,,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Alloy Magazine*,Flared Magwell,Shot Swap*,Cascade Point*,Tier 2: Range*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,
Taraxippos,1389546626,"""6917529899300270990""",keep,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Range,10,Vault,true,false,6,20,Guardian Games,54,75,60,55,19,0,0,47,200,59,15,74,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Accurized Rounds*,Steady Rounds,Outlaw*,Moving Target,Keep Away*,Cascade Point,Masterworked: Range*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,
Epochal Integration,1123421440,"""6917529903737690869""",,Legendary,Hand Cannon,seasonpass,Energy,Solar,1810,,Handling,10,Vault,false,false,6,21,,89,76,84,54,14,0,0,82,140,41,11,60,0,0,0,0,0,0,0,0,0,18,false,0,0,,,,Adaptive Frame*,Smallbore*,Ricochet Rounds*,Keep Away*,Stats for All,Eye of the Storm*,Incandescent,Targeting Adjuster*,Masterworked: Handling*,Harmonic Resonance,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,,,,,
The Hero's Burden,1028124540,"""6917529881696120137""",,Legendary,Submachine Gun,ironbanner,Energy,Void,1799,,Stability,1,Vault,false,false,6,20,,93,51,20,49,14,0,0,46,900,53,39,64,0,0,0,0,0,0,0,0,0,12,false,0,0,suros,,,Adaptive Frame*,Corkscrew Rifling*,Polygonal Rifling,Appended Mag*,Tactical Mag,Zen Moment*,Dynamic Sway Reduction*,Backup Mag*,Tier 1: Stability*,Skulking Wolf*,Suros Synergy,Kill Tracker*,Crucible Tracker,,,,,
The Last Breath,507038823,"""6917529809781814005""",,Legendary,Auto Rifle,dungeon,KineticSlot,Kinetic,1600,,Range,1,Vault,true,false,4,15,,56,67,21,43,16,0,0,53,600,66,43,82,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Fluted Barrel*,Polygonal Rifling,Flared Magwell*,Light Mag,Slideshot*,Adagio*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,
Autumn Wind,3110377595,"""6917529882933213503""",,Legendary,Pulse Rifle,crucible,KineticSlot,Kinetic,1800,,Handling,1,Vault,false,false,6,20,,73,80,23,47,17,0,0,47,540,34,37,16,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Rapid-Fire Frame*,Extended Barrel*,Full Bore,Armor-Piercing Rounds*,Flared Magwell,Killing Wind*,Rampage*,Tier 1: Handling*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,,
Bug-Out Bag,2832639510,"""6917529907431680354""",,Legendary,Submachine Gun,seasonpass,Energy,Solar,1800,,Stability,2,Vault,false,false,6,21,,100,46,20,43,13,0,0,41,900,47,32,57,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Full Bore,High-Caliber Rounds*,Flared Magwell,Threat Detector*,Swashbuckler*,Tier 2: Stability*,Kill Tracker*,Crucible Tracker,Disaster Plan*,,,,,,,
Glacioclasm,3573686365,"""6917529851191390399""",,Legendary,Fusion Rifle,events,Energy,Void,1674,,Charge Time,10,Vault,true,false,5,19,The Dawning,93,55,90,78,16,0,0,34,0,15,5,38,920,0,0,0,0,0,0,0,0,4,false,0,10,omolon,,,High-Impact Frame*,Corkscrew Rifling*,Full Bore,Ionized Battery,Projection Fuse*,Under Pressure*,Killing Wind,High-Impact Reserves*,Reservoir Burst,Seven Sisters*,Counterbalance Stock*,Masterworked: Charge Time*,Dawning Surprise,Omolon Fluid Dynamics*,Kill Tracker,Crucible Tracker*,,
Battle Scar,2099894368,"""6917529897270389160""",,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Kinetic,1600,,Stability,1,Vault,false,false,6,20,,54,67,27,33,17,0,0,50,450,56,37,71,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Lightweight Frame*,Corkscrew Rifling*,Polygonal Rifling,Appended Mag*,Flared Magwell,Perpetual Motion*,High-Impact Reserves*,Tier 1: Stability*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,
Snorri FR5,4114929480,"""6917529881690309862""",,Legendary,Fusion Rifle,legendaryengram,Energy,Void,1799,,Reload Speed,2,Vault,false,false,5,16,,100,62,80,61,17,0,0,50,0,35,8,47,780,0,0,0,0,0,0,0,0,6,false,0,0,omolon,,,Precision Frame*,Arrowhead Brake*,Smallbore,Enhanced Battery*,Projection Fuse,Heating Up*,Reservoir Burst*,Tier 2: Reload Speed*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,
Targeted Redaction,3890055324,"""6917529903077533851""",,Legendary,Hand Cannon,,Energy,Void,1809,,Range,2,Vault,false,false,6,21,,99,60,92,73,14,0,0,13,120,25,8,21,0,0,0,0,0,0,0,0,0,15,false,0,9,,,,Aggressive Frame*,Full Bore*,Alloy Magazine*,Outlaw*,Harmony*,Tier 2: Range*,Kill Tracker*,Crucible Tracker,Empty Deepsight Socket*,Empty Memento Socket*,Empty Weapon Level Boost Socket*,Unsated Hunger*,,,,,,
Jorum's Claw,62937067,"""6917529882652409570""",,Legendary,Pulse Rifle,ironbanner,Energy,Solar,1800,,Handling,3,Vault,false,false,6,20,,73,60,29,54,17,0,0,55,390,43,44,52,0,0,0,0,0,0,0,0,0,10,false,0,0,suros,,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Appended Mag*,Flared Magwell,Moving Target*,Headseeker*,Tier 3: Handling*,Skulking Wolf*,Suros Synergy,Kill Tracker*,Crucible Tracker,,,,,,
Taraxippos,1389546626,"""6917529896453529742""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Handling,1,Vault,false,false,6,20,Guardian Games,99,75,60,25,19,0,0,57,200,59,15,80,0,0,0,0,0,0,0,0,0,20,false,0,10,omolon,,,Lightweight Frame*,Arrowhead Brake*,Fluted Barrel,Extended Mag,Steady Rounds*,Zen Moment*,Kill Clip*,Counterbalance Stock*,Tier 1: Handling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Bump in the Night,1959650777,"""6917529893791679299""",,Legendary,Rocket Launcher,haunted,Power,Stasis,1600,,Blast Radius,1,Vault,false,false,5,17,,74,33,0,0,20,36,64,13,25,88,1,14,0,0,0,0,0,0,0,0,0,7,false,0,0,,,,Aggressive Frame*,Volatile Launch*,Confined Launch,Alloy Casing*,Black Powder,Steady Hands*,Chill Clip*,Tier 1: Blast Radius*,Extrovert*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Nasreddin,1456017061,"""6917529898103611354""",,Legendary,Sword,legendaryengram,Power,Arc,1800,,Impact,3,Vault,false,false,6,20,,0,0,61,0,0,0,0,0,0,0,64,0,0,0,0,20,50,50,50,40,0,0,false,0,0,,,,Adaptive Frame*,Hungry Edge*,Enduring Blade,Tempered Edge,Balanced Guard*,Swordmaster's Guard,Energy Transfer*,Valiant Charge*,Tier 3: Impact*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,
The Third Axiom,4156253727,"""6917529723532787222""",,Legendary,Pulse Rifle,strikes,Energy,Arc,1600,,Handling,3,Vault,true,false,4,13,,99,66,29,54,18,0,0,65,390,46,36,45,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Extended Barrel,Alloy Magazine,Armor-Piercing Rounds*,Zen Moment*,Thresh*,Counterbalance Stock*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,
Sailspy Pitchglass,1184309824,"""6917529903044748372""",,Legendary,Linear Fusion Rifle,plunder,Power,Arc,1800,,Reload Speed,1,Vault,false,false,5,18,,73,60,44,37,25,0,0,47,0,24,5,30,533,0,0,0,0,0,0,0,0,15,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Polygonal Rifling,Accelerated Coils,Liquid Coils*,Moving Target*,Heating Up*,Tier 1: Reload Speed*,Right Hook*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Interference VI,2257180473,"""6917529887778359878""",,Legendary,Grenade Launcher,legendaryengram,Power,Arc,1600,,Velocity,1,Vault,true,false,3,10,,66,61,0,0,13,55,35,53,120,40,6,40,0,0,0,0,0,0,0,0,0,6,false,0,0,hakke,,,Adaptive Frame*,Linear Compensator*,Quick Launch,Spike Grenades*,High-Explosive Ordnance,Clown Cartridge*,Full Court*,Tier 1: Velocity*,Kill Tracker*,Crucible Tracker,,,,,,,,
Chain of Command,3105930175,"""6917529804876448127""",,Legendary,Machine Gun,crucible,Power,Stasis,1600,,Range,10,Vault,true,false,5,17,,100,61,41,58,16,0,0,37,450,46,53,66,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,High-Caliber Rounds*,Adrenaline Junkie*,Osmosis,Demolitionist*,Adaptive Munitions,Masterworked: Range*,Kill Tracker*,Crucible Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,,,,,
Night Watch,3504336176,"""6917529895629590349""",,Legendary,Scout Rifle,gambitprime,KineticSlot,Kinetic,1800,,Handling,1,Vault,false,false,3,11,,57,69,60,42,20,0,0,40,200,38,19,71,0,0,0,0,0,0,0,0,0,20,false,0,3,,,,Lightweight Frame*,Corkscrew Rifling*,Extended Mag*,Overflow*,Explosive Payload*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Chroma Rush,1119734784,"""6917529903754649969""",,Legendary,Auto Rifle,servitor,KineticSlot,Kinetic,1600,,Handling,1,Vault,false,false,4,14,,75,80,18,20,16,0,0,71,720,47,51,46,0,0,0,0,0,0,0,0,0,17,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Full Bore,Steady Rounds*,Alloy Magazine,Dynamic Sway Reduction*,Rampage*,Tier 1: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Taraxippos,1389546626,"""6917529896616338858""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Range,10,Vault,false,false,6,20,Guardian Games,54,75,60,40,19,0,0,57,200,69,16,69,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Polygonal Rifling*,Smallbore,Tactical Mag*,Steady Rounds,Outlaw*,Gutshot Straight,Keep Away*,Masterworked: Range*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Perfect Paradox,2248667690,"""6917529899701254743""",,Legendary,Shotgun,dcv,KineticSlot,Kinetic,1600,1060,,,Vault,false,false,1,2,,61,70,65,32,12,0,0,41,140,79,7,43,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Full Choke*,Rifled Barrel,Smoothbore,Flared Magwell*,Steady Rounds,Accurized Rounds,Rampage*,Masterwork Upgrade*,,,,,,,,,
Phyllotactic Spiral,3635821806,"""6917529869229972043""",,Legendary,Pulse Rifle,campaign,Energy,Arc,1679,,Reload Speed,2,Vault,false,false,6,20,,100,31,33,73,18,0,0,54,340,34,28,16,0,0,0,0,0,0,0,0,0,16,false,0,59,,Alpha,,High-Impact Frame*,Extended Barrel*,Polygonal Rifling,Ricochet Rounds*,Light Mag,Keep Away*,Kill Clip*,Counterbalance Stock*,Tier 2: Reload Speed*,Nanotech Tracer Rockets*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Extract Pattern*,Empty Weapon Level Boost Socket*,,,
Taraxippos,1389546626,"""6917529896718711116""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Range,10,Vault,false,false,6,20,Guardian Games,84,75,60,40,19,0,0,42,200,59,17,79,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Arrowhead Brake*,Polygonal Rifling,Appended Mag*,Flared Magwell,No Distractions*,Fourth Time's the Charm,Kill Clip*,Masterworked: Range*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Taraxippos,1389546626,"""6917529896746042454""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Handling,4,Vault,false,false,6,20,Guardian Games,54,75,60,40,19,0,0,47,200,69,16,73,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Tactical Mag*,Extended Mag,Moving Target*,Keep Away*,Freehand Grip*,Tier 4: Handling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Taraxippos,1389546626,"""6917529897131850679""",junk,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Handling,1,Vault,true,false,6,20,Guardian Games,54,75,60,30,19,0,0,47,200,59,17,85,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Fluted Barrel*,Smallbore,Appended Mag*,Extended Mag,Moving Target*,Focused Fury*,Tier 1: Handling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,,
Taraxippos,1389546626,"""6917529899291319845""",junk,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Handling,10,Vault,false,false,6,20,Guardian Games,54,75,60,35,19,0,0,52,200,69,16,84,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Corkscrew Rifling*,Polygonal Rifling,Tactical Mag*,Flared Magwell,Fourth Time's the Charm*,Offhand Strike,Cascade Point*,Masterworked: Handling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Xenophage,1395261499,"""6917529808794520960""",,Exotic,Machine Gun,,Power,Solar,1600,,,,Vault,true,false,3,8,,85,33,100,88,16,0,0,27,120,31,20,30,0,0,0,0,0,0,0,0,0,12,false,0,0,,Bonk,,Pyrotoxin Rounds*,Full Bore*,High-Caliber Rounds*,Rangefinder*,Composite Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Taraxippos,1389546626,"""6917529899300268123""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Reload Speed,1,Vault,false,false,6,20,Guardian Games,54,75,60,45,19,0,0,32,200,40,18,64,0,0,0,0,0,0,0,0,0,23,false,0,0,omolon,,,Lightweight Frame*,Full Bore*,Smallbore,Extended Mag*,Flared Magwell,Moving Target*,Explosive Payload*,Tier 1: Reload Speed*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,,
Taraxippos,1389546626,"""6917529896736183437""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1809,,Handling,10,Vault,false,false,6,20,Guardian Games,64,75,60,30,19,0,0,52,200,59,17,74,0,0,0,0,0,0,0,0,0,13,false,0,32,omolon,,,Lightweight Frame*,Chambered Compensator*,Extended Barrel,Appended Mag*,Steady Rounds,Outlaw*,Zen Moment,Cascade Point*,Explosive Payload,Masterworked: Handling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,
The Mountaintop,3993415705,"""6917529718405591175""",,Legendary,Grenade Launcher,crucible,KineticSlot,Kinetic,1600,1060,Velocity,10,Vault,true,false,2,5,,62,75,0,0,13,95,100,23,90,63,1,69,0,0,0,0,0,0,0,0,0,2,false,0,1,,,,Lightweight Frame*,Hard Launch*,Volatile Launch,Spike Grenades*,Sticky Grenades,Rangefinder*,Micro-Missile*,Masterworked: Velocity*,Kill Tracker*,Crucible Tracker,,,,,,,,
Marsilion-C,867154247,"""6917529895099426928""",,Legendary,Grenade Launcher,legendaryengram,Power,Solar,1800,,Blast Radius,4,Vault,false,false,6,20,,78,30,0,0,13,24,62,30,150,22,5,36,0,0,0,0,0,0,0,0,0,11,false,0,0,hakke,,,Rapid-Fire Frame*,Quick Launch*,Smart Drift Control,Spike Grenades*,Augmented Drum,Turnabout*,Impulse Amplifier*,Tier 4: Blast Radius*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,
Typhon GL5,3568377122,"""6917529897202573280""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1800,,Velocity,3,Vault,false,false,5,16,,50,60,0,0,13,55,43,37,120,75,6,42,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Adaptive Frame*,Linear Compensator*,Smart Drift Control,Alloy Casing*,Mini Frags,Demolitionist*,One for All*,Tier 3: Velocity*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,,
Buzzard,213264394,"""6917529899310078390""",,Legendary,Sidearm,nightfall,KineticSlot,Kinetic,1809,,Handling,1,Vault,false,false,6,20,,94,89,49,41,12,0,0,72,300,10,21,57,0,0,0,0,0,0,0,0,0,22,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Fluted Barrel,Extended Mag*,Alloy Magazine,Fourth Time's the Charm*,Multikill Clip*,Tier 1: Handling*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker*,Crucible Tracker,,,,,,
Pizzicato-22,4100775158,"""6917529897323679743""",,Legendary,Submachine Gun,legendaryengram,KineticSlot,Kinetic,1809,,Reload Speed,1,Vault,false,false,5,18,,90,45,20,43,14,0,0,55,900,31,37,76,0,0,0,0,0,0,0,0,0,32,false,0,0,suros,,,Adaptive Frame*,Fluted Barrel*,Full Bore,Extended Mag*,Ricochet Rounds,Mulligan*,Rangefinder*,Tier 1: Reload Speed*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,
Combined Action,1331824604,"""6917529903044744484""",,Legendary,Hand Cannon,legendaryengram,Energy,Arc,1600,,Stability,1,Vault,false,false,6,21,,94,61,92,64,14,0,0,32,120,32,8,18,0,0,0,0,0,0,0,0,0,23,false,0,0,field-forged,,,Aggressive Frame*,Chambered Compensator,Full Bore*,Extended Mag,Steady Rounds*,Tunnel Vision*,Kill Clip*,Tier 1: Stability*,Field-Tested*,Kill Tracker*,Crucible Tracker,,,,,,,
